timestamp,test_name,pod_name,scheduling_latency,processing_latency,total_latency,pending_running_latency,pull_start_latency,cpu_usage,mem_usage,list_ops,success_rate,composite_load,cluster_state
2025-11-22T19:13:34Z,test_basic_detailed,test-pod,N/A,N/A,N/A,0,4,4m,59Mi,31,15.38,N/A,4/4
2025-11-22T19:14:25Z,test_nginx_detailed,test-nginx-pod,N/A,N/A,N/A,0,7,6m,59Mi,31,14.29,N/A,4/4
2025-11-22T19:15:34Z,test-worker3-pod_detailed,test-worker3-pod,N/A,N/A,N/A,0,7,6m,59Mi,31,13.33,N/A,4/4
